source_path,unit_type,source_heading,source_field,source_value,level,start_line,end_line,raw_source,classification,detailed_content,destination_repository,destination_path,destination_heading,transformation,preservation_status,review_notes
docs/patterns/evidence-package-as-code.md,markdown-atx-heading,Patterns relacionados,,Patterns relacionados,2,134,138,## Patterns relacionados,concept-or-structure,"## Patterns relacionados

- [Registry and Blueprint](registry-and-blueprint.md)
- [Control and Assurance Planes](control-and-assurance-planes.md)
- [Lifecycle Attestation and Sunset](lifecycle-attestation-and-sunset.md)",ai-agent-governance-framework-next,toolkit/patterns/evidence-package-as-code.md,Patterns relacionados,preserve-exact-heading-subtree-diagram-lists-and-versioned-example,mapped,Preservar toda a estrutura e caveat de que CI não prova eficácia; mappings de implementação permanecem opcionais e não normativos.
docs/patterns/federated-governance-operating-model.md,frontmatter-title,,title,Pattern — Federated Governance Operating Model,0,2,2,title: Pattern — Federated Governance Operating Model,metadata-title,title: Pattern — Federated Governance Operating Model,ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Mapped by source heading,move-and-relink,mapped,Separately indexed YAML front-matter title; destination inherited from the fully read file record.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Pattern — Federated Governance Operating Model,,Pattern — Federated Governance Operating Model,1,14,15,# Pattern — Federated Governance Operating Model,concept-or-structure,# Pattern — Federated Governance Operating Model,ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Pattern — Federated Governance Operating Model,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Intent,,Intent,2,16,19,## Intent,objective,"## Intent

Coordenar decisão enterprise sem retirar accountability e expertise dos domínios.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Intent,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Problema,,Problema,2,20,23,## Problema,risk-failure-mode,"## Problema

Centralização total cria fila e decisões sem contexto. Descentralização sem padrões cria inconsistência, gaps e arbitragem tardia.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Problema,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Contexto,,Contexto,2,24,27,## Contexto,concept-or-structure,"## Contexto

Organizações com authorities existentes em negócio, dados, identidade, security, privacy, legal, RAI, plataforma e operações.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Contexto,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Forças e trade-offs,,Forças e trade-offs,2,28,36,## Forças e trade-offs,concept-or-structure,"## Forças e trade-offs

- autonomia local versus baseline comum;
- velocidade versus consistency;
- expertise versus end-to-end ownership;
- council estratégico versus trabalho operacional;
- delegation versus escalation;
- independence de assurance versus colaboração.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Forças e trade-offs,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Solução,,Solução,2,37,48,## Solução,concept-or-structure,"## Solução

Estabeleça:

- Governance Council para policy, risk appetite e conflitos;
- Design Authority para arquitetura/release;
- Run Authority para runtime/containment;
- domain authorities para decisões especializadas;
- business e technical owners por agente;
- assurance/challenge proporcional ao tier; usar o rótulo `independent assurance` somente quando independência, conflitos, segregation, amostragem, reporting line e forma da conclusão estiverem formalizados;
- common registry, controls, evidence e handoffs.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Solução,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Estrutura e participantes,,Estrutura e participantes,2,49,68,## Estrutura e participantes,concept-or-structure,"## Estrutura e participantes

```mermaid
flowchart TB
    G[Governance Council]
    D[Design Authority]
    R[Run Authority]
    O[Business + Technical Owners]
    X[Domain Authorities]
    A[Independent Assurance]
    G --> D
    G --> R
    O --> D
    X --> D
    D --> R
    A -. verify .-> D
    A -. verify .-> R
    R -->|signals| G
```",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Estrutura e participantes,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Fluxo operacional,,Fluxo operacional,2,69,78,## Fluxo operacional,procedure,"## Fluxo operacional

1. council define baseline e delegation;
2. owner apresenta context/evidence;
3. domain authorities decidem dentro do mandato;
4. Design Authority integra e libera/condiciona;
5. Run Authority opera e contém;
6. assurance verifica;
7. sinais sistêmicos voltam ao council.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Fluxo operacional,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Controles obrigatórios,,Controles obrigatórios,2,79,89,## Controles obrigatórios,requirement-control,"## Controles obrigatórios

- charter e scope por authority;
- decision/RACI matrix;
- delegation limits;
- SLAs e escalation;
- segregation of duties;
- exception e conflict process;
- common evidence package;
- forum cadence e decision records.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Controles obrigatórios,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Evidências esperadas,,Evidências esperadas,2,90,99,## Evidências esperadas,evidence-artifact,"## Evidências esperadas

- charters;
- decision log;
- RACI;
- release/containment records;
- escalation e exception history;
- SLA e backlog metrics;
- assurance findings.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Evidências esperadas,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Métricas,,Métricas,2,100,109,## Métricas,metric,"## Métricas

- cycle time por decision type;
- escalations e conflicts;
- devoluções por handoff incompleto;
- decisions sem authority;
- exception recurrence;
- backlog por domain;
- containment delays.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Métricas,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Consequências,,Consequências,2,110,115,## Consequências,concept-or-structure,"## Consequências

**Positivas:** contexto local, common baseline e accountability clara.

**Custos:** desenho de interfaces, disciplina de decisão e coordenação.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Consequências,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Limitações,,Limitações,2,116,119,## Limitações,exception-limitation,"## Limitações

Não resolve falta de capacidade ou sponsor. Federação sem common controls vira fragmentação.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Limitações,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Antipatterns relacionados,,Antipatterns relacionados,2,120,127,## Antipatterns relacionados,risk-failure-mode,"## Antipatterns relacionados

- governance silo;
- council como approval queue;
- “o time” accountable;
- domain veto sem SLA;
- assurance assumindo ownership.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Antipatterns relacionados,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Exemplo vendor-neutral,,Exemplo vendor-neutral,2,128,131,## Exemplo vendor-neutral,example,"## Exemplo vendor-neutral

Dados aprovam finalidade e connector; identidade aprova workload/scopes; security aprova threat treatment; negócio aceita outcome risk; Design Authority integra a decisão; Run Authority mantém poder de quarantine.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Exemplo vendor-neutral,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Mappings de implementação,,Mappings de implementação,2,132,139,## Mappings de implementação,reference,"## Mappings de implementação

- existing architecture boards;
- three-lines model adaptado;
- product/platform operating model;
- delegated GRC workflows;
- councils regionais com baseline enterprise.",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Mappings de implementação,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/federated-governance-operating-model.md,markdown-atx-heading,Patterns relacionados,,Patterns relacionados,2,140,144,## Patterns relacionados,concept-or-structure,"## Patterns relacionados

- [Control and Assurance Planes](control-and-assurance-planes.md)
- [Risk-Tiered Governance](risk-tiered-governance.md)
- [Evidence Package as Code](evidence-package-as-code.md)",ai-agent-governance-framework-next,toolkit/patterns/federated-governance-operating-model.md,Patterns relacionados,move-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,frontmatter-title,,title,Pattern — Human Accountability Boundary,0,2,2,title: Pattern — Human Accountability Boundary,metadata-title,title: Pattern — Human Accountability Boundary,ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Mapped by source heading,preserve-and-relink,mapped,Separately indexed YAML front-matter title; destination inherited from the fully read file record.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Pattern — Human Accountability Boundary,,Pattern — Human Accountability Boundary,1,14,15,# Pattern — Human Accountability Boundary,concept-or-structure,# Pattern — Human Accountability Boundary,ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Pattern — Human Accountability Boundary,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Intent,,Intent,2,16,19,## Intent,objective,"## Intent

Delimitar o que o agente pode recomendar, preparar, executar ou jamais fazer e atribuir cada decisão material a uma autoridade humana.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Intent,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Problema,,Problema,2,20,23,## Problema,risk-failure-mode,"## Problema

“HITL” é frequentemente implementado como botão genérico, reviewer sem contexto ou approval depois da ação. O humano existe no diagrama, mas não possui authority, tempo ou informação.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Problema,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Contexto,,Contexto,2,24,27,## Contexto,concept-or-structure,"## Contexto

Agentes que influenciam pessoas, comunicam externamente, alteram records, usam privilégio ou executam ações com impacto material.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Contexto,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Forças e trade-offs,,Forças e trade-offs,2,28,36,## Forças e trade-offs,concept-or-structure,"## Forças e trade-offs

- velocidade versus informed approval;
- volume versus fadiga;
- autonomia versus accountability;
- UX simples versus contexto suficiente;
- prevenção versus contestability;
- autoridade individual versus dual control.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Forças e trade-offs,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Solução,,Solução,2,37,48,## Solução,concept-or-structure,"## Solução

Crie uma accountability boundary por capability:

| Classe | Papel do agente | Papel humano |
|---|---|---|
| recommend | sugere e apresenta evidence | decide e executa |
| prepare | monta draft/transaction | revisa, edita e confirma |
| execute-bounded | executa dentro de envelope | monitora e pode conter |
| execute-material | prepara e pausa | authority aprova antes do commit |
| prohibited | bloqueado por policy | somente exception formal, se permitida |",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Solução,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Estrutura e participantes,,Estrutura e participantes,2,49,63,## Estrutura e participantes,concept-or-structure,"## Estrutura e participantes

```mermaid
flowchart LR
    I[Agent intent] --> P[Policy boundary]
    P -->|bounded| E[Execute + log]
    P -->|material| H[Human decision]
    P -->|prohibited| B[Block]
    H -->|approve/edit| E
    H -->|deny| B
    E --> O[Observe/contest]
```

Participantes: business owner, end user/reviewer, Design Authority, Run Authority e affected-party support.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Estrutura e participantes,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Fluxo operacional,,Fluxo operacional,2,64,74,## Fluxo operacional,procedure,"## Fluxo operacional

1. classificar capability e consequence;
2. mapear authority;
3. definir context exibido;
4. aplicar pause/approval fora do modelo;
5. registrar approve/edit/deny;
6. executar com correlation;
7. permitir contest/reversal;
8. revisar rubber-stamp signals.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Fluxo operacional,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Controles obrigatórios,,Controles obrigatórios,2,75,85,## Controles obrigatórios,requirement-control,"## Controles obrigatórios

- boundary matrix;
- identity forte do approver;
- approval antes do efeito;
- ação/alvo/consequência visíveis;
- deny/edit claros;
- rollback e escalation;
- break-glass com expiry;
- automation-bias monitoring.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Controles obrigatórios,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Evidências esperadas,,Evidências esperadas,2,86,95,## Evidências esperadas,evidence-artifact,"## Evidências esperadas

- UX specs;
- policy/enforcement configuration;
- approval logs;
- competence/training;
- override e contest records;
- rollback drills;
- boundary review.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Evidências esperadas,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Métricas,,Métricas,2,96,105,## Métricas,metric,"## Métricas

- approvals, edits e denials;
- decision latency;
- rubber-stamp rate;
- actions sem authority;
- contests e corrections;
- break-glass use;
- rollback success.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Métricas,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Consequências,,Consequências,2,106,111,## Consequências,concept-or-structure,"## Consequências

**Positivas:** accountability real, contestability e menor excessive agency.

**Custos:** fricção e necessidade de design/treinamento.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Consequências,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Limitações,,Limitações,2,112,115,## Limitações,exception-limitation,"## Limitações

Approval humano não corrige informação enganosa, overload ou incentives ruins. Precisa de quality, transparency e authority.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Limitações,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Antipatterns relacionados,,Antipatterns relacionados,2,116,123,## Antipatterns relacionados,risk-failure-mode,"## Antipatterns relacionados

- rubber-stamp HITL;
- approval após execução;
- humano sem authority;
- consentimento genérico;
- break-glass permanente.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Antipatterns relacionados,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Exemplo vendor-neutral,,Exemplo vendor-neutral,2,124,127,## Exemplo vendor-neutral,example,"## Exemplo vendor-neutral

O agente prepara uma alteração em produção e mostra diff, sistemas afetados e rollback. Um approver com role específica pode editar ou negar. O commit usa token de transação e correlation ID; o agente não reutiliza a aprovação.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Exemplo vendor-neutral,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Mappings de implementação,,Mappings de implementação,2,128,135,## Mappings de implementação,reference,"## Mappings de implementação

- transaction approval service;
- workflow engine;
- privileged-access management;
- chat/card approval com backend enforcement;
- two-person rule.",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Mappings de implementação,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/human-accountability-boundary.md,markdown-atx-heading,Patterns relacionados,,Patterns relacionados,2,136,140,## Patterns relacionados,concept-or-structure,"## Patterns relacionados

- [Risk-Tiered Governance](risk-tiered-governance.md)
- [Tool and MCP Gateway](tool-and-mcp-gateway.md)
- [Runtime Observability and Quarantine](runtime-observability-and-quarantine.md)",ai-agent-governance-framework-next,docs/patterns/human-accountability-boundary.md,Patterns relacionados,preserve-and-relink,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,frontmatter-title,,title,Pattern — Lifecycle Attestation and Sunset,0,2,2,title: Pattern — Lifecycle Attestation and Sunset,metadata-title,title: Pattern — Lifecycle Attestation and Sunset,ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Mapped by source heading,synthesize-and-preserve,mapped,Separately indexed YAML front-matter title; destination inherited from the fully read file record.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Pattern — Lifecycle Attestation and Sunset,,Pattern — Lifecycle Attestation and Sunset,1,14,15,# Pattern — Lifecycle Attestation and Sunset,lifecycle-state,# Pattern — Lifecycle Attestation and Sunset,ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Pattern — Lifecycle Attestation and Sunset,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Intent,,Intent,2,16,19,## Intent,objective,"## Intent

Fazer aprovação expirar e exigir reconfirmação periódica de purpose, owners, risk, controls, evidence, uso e valor.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Intent,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Problema,,Problema,2,20,23,## Problema,risk-failure-mode,"## Problema

Agents permanecem ativos após mudança de owner, dados, model, tools ou contexto. “Aprovado” vira status permanente; identidades, indexes e custos ficam órfãos.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Problema,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Contexto,,Contexto,2,24,27,## Contexto,concept-or-structure,"## Contexto

Portfólio com múltiplas versões, mudanças frequentes, agents de uso sazonal ou capacidades state-changing.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Contexto,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Forças e trade-offs,,Forças e trade-offs,2,28,36,## Forças e trade-offs,concept-or-structure,"## Forças e trade-offs

- continuidade versus revisão;
- cadência fixa versus event-driven;
- retention versus deletion;
- sunk cost versus sunset;
- owner convenience versus orphan risk;
- stable ID versus version approval.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Forças e trade-offs,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Solução,,Solução,2,37,50,## Solução,concept-or-structure,"## Solução

Use lifecycle state machine e attestation com expiry:

```text
discovered → registered → assessed → approved → active
                              ↘ conditional
active → changed → reassess
active → quarantined → remediated → active
active → sunset-planned → retired → archived
```

Attestation confirma condições atuais; não apenas assinatura.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Solução,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Estrutura e participantes,,Estrutura e participantes,2,51,54,## Estrutura e participantes,concept-or-structure,"## Estrutura e participantes

Participantes: business/technical owner, registry owner, Design Authority, Run Authority, data/identity/tool owners e records management.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Estrutura e participantes,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Fluxo operacional,,Fluxo operacional,2,55,64,## Fluxo operacional,procedure,"## Fluxo operacional

1. definir cadence por tier;
2. coletar current state e missing evidence;
3. owner reconfirma purpose/usage/value;
4. domains reconfirmam access/controls quando aplicável;
5. authority decide maintain, condition, restrict ou sunset;
6. executar revocation/retention;
7. verificar órfãos e archive.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Fluxo operacional,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Controles obrigatórios,,Controles obrigatórios,2,65,76,## Controles obrigatórios,requirement-control,"## Controles obrigatórios

- lifecycle states e valid transitions;
- approval/attestation expiry;
- material-change triggers;
- owner reminders/escalation;
- inactive/orphan detection;
- sunset plan;
- identity/tool/data revocation;
- retention/communication;
- completion verification.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Controles obrigatórios,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Evidências esperadas,,Evidências esperadas,2,77,87,## Evidências esperadas,evidence-artifact,"## Evidências esperadas

- attestation record;
- current blueprint/version;
- usage/quality/value review;
- exceptions/findings;
- decision e expiry;
- sunset checklist;
- revocation/deletion/retention proof;
- orphan scan.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Evidências esperadas,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Métricas,,Métricas,2,88,97,## Métricas,metric,"## Métricas

- expired attestations;
- agents sem owner/uso;
- time-to-sunset;
- orphan identities/connectors;
- recurring exceptions;
- approvals not re-opened after material change;
- retired assets ainda gerando custo.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Métricas,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Consequências,,Consequências,2,98,103,## Consequências,concept-or-structure,"## Consequências

**Positivas:** reduz sprawl, privilégios órfãos e approval stale.

**Custos:** stewardship, owner engagement e integrações de revogação.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Consequências,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Limitações,,Limitações,2,104,107,## Limitações,exception-limitation,"## Limitações

Attestation por formulário pode virar teatro. Precisa de system evidence e decisões de portfólio.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Limitações,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Antipatterns relacionados,,Antipatterns relacionados,2,108,115,## Antipatterns relacionados,risk-failure-mode,"## Antipatterns relacionados

- approval permanente;
- attestation como assinatura;
- UI desativada com backend ativo;
- deletion sem retention review;
- agent inativo mantido por sunk cost.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Antipatterns relacionados,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Exemplo vendor-neutral,,Exemplo vendor-neutral,2,116,119,## Exemplo vendor-neutral,example,"## Exemplo vendor-neutral

Um agent T3 vence em 90 dias. O registry detecta novo owner e tool version. A attestation reabre; sem evidence, status vira conditional. Se não regularizado, sunset revoga identity, connector e catalog discovery.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Exemplo vendor-neutral,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Mappings de implementação,,Mappings de implementação,2,120,127,## Mappings de implementação,reference,"## Mappings de implementação

- GRC campaigns;
- identity access reviews;
- CMDB/service lifecycle;
- Git issues/workflows;
- control-plane attestation APIs.",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Mappings de implementação,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/lifecycle-attestation-and-sunset.md,markdown-atx-heading,Patterns relacionados,,Patterns relacionados,2,128,132,## Patterns relacionados,concept-or-structure,"## Patterns relacionados

- [Registry and Blueprint](registry-and-blueprint.md)
- [Runtime Observability and Quarantine](runtime-observability-and-quarantine.md)
- [Evidence Package as Code](evidence-package-as-code.md)",ai-agent-governance-framework-next,docs/patterns/lifecycle-attestation-and-sunset.md,Patterns relacionados,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/registry-and-blueprint.md,frontmatter-title,,title,Pattern — Registry and Blueprint,0,2,2,title: Pattern — Registry and Blueprint,metadata-title,title: Pattern — Registry and Blueprint,ai-agent-governance-framework-next,toolkit/patterns/registry-and-blueprint.md,Mapped by source heading,move-and-align-links,mapped,Separately indexed YAML front-matter title; destination inherited from the fully read file record.
docs/patterns/registry-and-blueprint.md,markdown-atx-heading,Pattern — Registry and Blueprint,,Pattern — Registry and Blueprint,1,14,15,# Pattern — Registry and Blueprint,architecture-runtime,# Pattern — Registry and Blueprint,ai-agent-governance-framework-next,toolkit/patterns/registry-and-blueprint.md,Pattern — Registry and Blueprint,move-and-align-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/registry-and-blueprint.md,markdown-atx-heading,Intent,,Intent,2,16,19,## Intent,objective,"## Intent

Separar inventário e accountability da descrição técnica necessária para compreender arquitetura, acesso e blast radius.",ai-agent-governance-framework-next,toolkit/patterns/registry-and-blueprint.md,Intent,move-and-align-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/patterns/registry-and-blueprint.md,markdown-atx-heading,Problema,,Problema,2,20,23,## Problema,risk-failure-mode,"## Problema

Catálogos costumam registrar nome, owner e status, mas não explicam dados, identidade, tools, dependências e failure modes. Diagramas técnicos, por outro lado, ficam isolados e não suportam lifecycle, attestation ou discovery.",ai-agent-governance-framework-next,toolkit/patterns/registry-and-blueprint.md,Problema,move-and-align-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
